Document,Label
"I do not like jazz , I prefer music .",0
"I do not like bobtails , I prefer cats .",1
"I like shrubs , and birches too .",1
I like food more than rock .,1
"I do not like handbags , I prefer bracelets .",1
"I like handbags , except bracelets .",0
"I do not like dogs , I prefer pets .",0
"He likes love , and wisdom too .",1
"I like cats , except huskies .",0
I like wine more than Zinfandel .,0
"I like caviar , except seafood .",0
I like cats more than blackbirds .,1
"I do not like fish , I prefer bacon .",1
"I like documentaries , and textbooks too .",1
"I do not like handbags , I prefer rings .",1
I like firs more than bushes .,1
"I like cutlery , and chairs too .",1
I like pines more than animals .,1
"I like Chardonnay , except sprite .",0
"I do not like PVC , I prefer wood .",1
I like trees more than grass .,1
He likes wisdom more than sadness .,1
"I like coca-cola , except Chardonnay .",0
"I like dogs , and pets too .",0
"I do not like rock , I prefer food .",1
"I like textbooks , except paintings .",0
"I like caviar , but not beef .",1
"I like wine , except Merlot .",1
"I do not like books , I prefer music .",1
"I like tables , but not cutlery .",1
"He does not trust reconstructions , he prefers his touch .",1
"I like earrings , but not glasses .",1
"I do not like Chianti , I prefer sprite .",1
"I met astronomers , and janitors too .",1
I like caretakers more than offices .,1
I like shoes more than bracelets .,1
"I like Chardonnay , and beer too .",1
"I do not like veal , I prefer salmon .",1
"I like comedies , but not videogames .",1
"I like enduros , and bicycles too .",1
"I like paintings , except wardrobes .",0
"I like socks , and clothes too .",0
"I like wallpaper , except chairs .",0
"I do not like dogs , I prefer jellyfish .",1
"I do not like giraffes , I prefer cats .",1
"I like music , and handbooks too .",1
"I like bicycles , except Suzukis .",0
"I like ducks , but not cats .",1
"I met caretakers , except geneticists .",0
"I like broccoli , but not bacon .",1
"I use plastic , and glass too .",1
"I do not like beds , I prefer parquet .",1
I like caretakers more than factories .,1
I like dogs more than rabbits .,1
"He trusts his senses , except reports .",0
"I do not like jewelry , I prefer rings .",0
"I like rings , but not jewelry .",0
I like wine more than Chardonnay .,0
"I like skirts , except clothes .",0
I like trains more than enduros .,1
He trusts rumors more than his touch .,1
"I like books , except novels .",1
"He likes emotions , but not logic .",1
I like novels more than paintings .,1
"I like veal , and salmon too .",1
"I use glass , and PVC too .",1
"I like whales , and cats too .",1
"He likes love , except emotions .",0
"I like ham , except fish .",0
"I like shrubs , and oaks too .",1
He trusts rumors more than his sight .,1
I like prosciutto more than apples .,1
"I do not like music , I prefer novels .",1
"I do not like bears , I prefer rabbits .",1
"I like Chianti , except sprite .",0
I like paintings more than beds .,1
"I like ships , except enduros .",0
"He likes emotions , except stupidity .",0
"I do not like glasses , I prefer shirts .",1
"I like schools , except waiters .",0
"I like wine , except water .",0
"I like shoes , but not necklaces .",1
"I do not like wallpaper , I prefer wardrobes .",1
"He trusts his sight , and rumors too .",1
"I do not like physicists , I prefer clerks .",1
"I like music , except jazz .",1
"I like thrillers , but not essays .",1
"I do not like essays , I prefer cartoons .",1
"I met caretakers , except physicists .",0
"I like scarfs , but not rings .",1
"He likes emotions , except calculations .",0
"I like Merlot , but not beer .",1
"I do not like wine , I prefer beer .",1
"He does not trust his sight , he prefers reports .",1
"I like earrings , but not shoes .",1
"I do not like cats , I prefer whales .",1
"I like handbooks , and films too .",1
"I like jewelry , except rock .",0
"I like documentaries , except textbooks .",0
"He likes calculations , except fear .",0
"I like sprite , but not Chardonnay .",1
"I do not like music , I prefer blues .",0
"I like clerks , and restaurants too .",1
"I like movies , and documentaries too .",0
"I like glasses , except necklaces .",0
"I do not like textbooks , I prefer comedies .",1
I like veal more than oysters .,1
"I like rabbits , but not pets .",0
"I do not like nylon , I prefer glass .",1
"I like bacon , and pork too .",0
"I like earrings , and handbags too .",1
"I met waiters , and biologists too .",1
"I like bacon , and apples too .",1
"I like dogs , but not parrots .",1
I like whales more than rabbits .,1
"I like hamsters , except sparrows .",0
"I like novels , but not films .",1
"I like hamsters , but not bulldogs .",1
"I like trousers , except clothes .",0
"I do not like factories , I prefer waiters .",1
"I like novels , except cartoons .",0
I like offices more than caretakers .,1
"I do not like jewelry , I prefer shoes .",1
I like motorcycles more than trains .,1
"I do not like caviar , I prefer beef .",1
"I use vinyl , but not glass .",1
"I do not like shirts , I prefer clothes .",0
"He likes sadness , but not calculations .",1
"I like turkey , and caviar too .",1
"I like chairs , except cutlery .",0
"I like huskies , except cats .",0
He trusts his touch more than reports .,1
"I like trousers , but not shoes .",1
"I like motorcycles , but not Kawasakis .",1
"I like bacon , except pork .",0
I like rock more than music .,0
"I like ducks , except birds .",0
"I like Merlot , but not wine .",0
"I like videogames , and westerns too .",1
"I do not like factories , I prefer caretakers .",1
"He trusts reconstructions , except his sight .",0
"I like seafood , except beef .",0
"He trusts rumors , and his sight too .",1
"He does not trust his touch , he prefers reports .",1
"I like boardgames , and jazz too .",1
I like pigs more than blackbirds .,1
"I like jewelry , except rings .",1
"I use nylon , except wood .",0
"I like hamsters , except bears .",0
"I like birds , and sparrows too .",0
"I met scientists , but not waiters .",1
"I do not like rabbits , I prefer giraffes .",1
"I like textbooks , but not books .",0
He trusts his senses more than guesses .,1
"I like clothes , but not trousers .",1
"I do not like rock , I prefer jewelry .",1
"I like enduros , but not ships .",1
"I like techno , and jewelry too .",1
"I like birds , except parrots .",1
"He does not like fear , he prefers logic .",1
"I like lard , but not apples .",1
"I met janitors , but not physicists .",1
"He does not trust rumors , he prefers his hearing .",1
"I like Kawasakis , but not motorcycles .",0
I like fish more than ham .,1
"I like cartoons , except textbooks .",0
"I do not like glasses , I prefer necklaces .",1
I like essays more than paintings .,1
"I do not like waiters , I prefer physicists .",1
"I like dogs , but not beagles .",1
"I do not like physicists , I prefer janitors .",1
I like oysters more than chicken .,1
"I like beef , but not oysters .",1
"I like bracelets , but not jewelry .",0
"I like novels , and films too .",1
I like astronomers more than scientists .,0
"He likes love , except stupidity .",0
"I do not like furniture , I prefer beds .",0
I like scientists more than physicists .,0
"I like giraffes , except hamsters .",0
"I like caviar , and chicken too .",1
"I do not like pigs , I prefer sparrows .",1
"I like prosciutto , except pork .",0
"I do not like thrillers , I prefer videogames .",1
"I do not like apples , I prefer prosciutto .",1
"He likes joy , and stupidity too .",1
He trusts his senses more than his sight .,0
"I like Chianti , except coca-cola .",0
"I do not like motorcycles , I prefer Suzukis .",0
"I like rabbits , but not bulldogs .",1
"I use glass , but not polyester .",1
I like wine more than water .,1
"I do not like caretakers , I prefer restaurants .",1
"I do not like Kawasakis , I prefer trains .",1
"I use nylon , and glass too .",1
"I do not like earrings , I prefer jewelry .",0
"I do not like turkey , I prefer caviar .",1
"I do not like grass , I prefer birches .",1
"I use glass , and polyester too .",1
"I like coca-cola , except Zinfandel .",0
"I do not like cotton , I prefer vinyl .",1
"I like sports , except jazz .",0
"I like techno , except sports .",0
"I do not like beagles , I prefer dogs .",0
"I do not like rings , I prefer scarfs .",1
"I like birches , and trees too .",0
"I do not like clothes , I prefer pets .",1
"I like Merlot , and water too .",1
"I like wine , and beer too .",1
I like workers more than factories .,1
"I like cartoons , but not novels .",1
"I like bushes , but not birches .",1
"I like bears , and rabbits too .",1
"I like comedies , and videogames too .",1
"I do not like jellyfish , I prefer dogs .",1
"I do not like textbooks , I prefer paintings .",1
"I like rock , except food .",0
"I do not like handbooks , I prefer cartoons .",1
"I like sprite , and Chianti too .",1
"I do not like planes , I prefer Suzukis .",1
"I met clerks , except physicists .",0
"I like lard , but not broccoli .",1
"I use polyester , except plastic .",0
"I like glasses , and necklaces too .",1
"I like furniture , and chairs too .",0
"I like cats , but not beagles .",1
"I like Merlot , except beer .",0
"I do not like handbooks , I prefer paintings .",1
"I like earrings , except shoes .",0
"I like wine , but not Chardonnay .",1
"He likes emotions , and fear too .",0
"He does not trust his hearing , he prefers reconstructions .",1
"I like bobtails , except rabbits .",0
I like rabbits more than beagles .,1
"I like Chardonnay , except beer .",0
I like caviar more than veal .,1
"I like blackbirds , except cats .",0
"I met caretakers , and biologists too .",1
"I like jellyfish , but not cats .",1
I like workers more than waiters .,0
"He trusts his sight , but not reports .",1
"I like cats , except bears .",0
"I like handbags , except necklaces .",0
"I like Chardonnay , and wine too .",0
"I like music , except sports .",0
I like Harley-Davidson more than motorcycles .,0
"I met clerks , and physicists too .",1
"I like furniture , except tables .",1
"He trusts his senses , but not reconstructions .",1
"I do not like nylon , I prefer cotton .",1
"I like bobtails , and dogs too .",0
"I like Suzukis , and trains too .",1
"I like beer , and Zinfandel too .",1
I like pines more than trees .,0
"He does not trust his taste , he prefers rumors .",1
"I like boardgames , but not blues .",1
"I do not like tables , I prefer parquet .",1
"I do not like cotton , I prefer nylon .",1
"I like bulldogs , and hamsters too .",1
"I like blackbirds , and hamsters too .",1
I like boardgames more than blues .,1
"I do not like bracelets , I prefer scarfs .",1
"I do not like hamsters , I prefer whales .",1
"He trusts guesses , but not his touch .",1
"I do not like beagles , I prefer rabbits .",1
I like trees more than oaks .,0
"I like chairs , except parquet .",0
"I like jazz , but not sports .",1
"I like glasses , except earrings .",0
"I do not like rock , I prefer boardgames .",1
I like cats more than bears .,1
"I like shirts , except shoes .",0
"I like whales , but not dogs .",1
"I like socks , but not glasses .",1
"I do not like caviar , I prefer seafood .",0
"I like cutlery , except wardrobes .",0
"I met scientists , except astronomers .",1
He likes logic more than sadness .,1
"I like Suzukis , but not motorcycles .",0
"I do not like cotton , I prefer polyester .",1
"I like cats , except giraffes .",0
I like glasses more than bracelets .,1
"I like motorcycles , and bicycles too .",1
"I do not like scarfs , I prefer necklaces .",1
"I do not like chairs , I prefer furniture .",0
"I like jazz , except food .",0
"I like caretakers , and schools too .",1
"I do not like glasses , I prefer skirts .",1
"I like prosciutto , and apples too .",1
I like documentaries more than boardgames .,1
He trusts guesses more than his taste .,1
"I like music , and jewelry too .",1
"He does not like love , he prefers logic .",1
"He does not trust his senses , he prefers his touch .",0
I like waiters more than restaurants .,1
"I like salmon , but not veal .",1
"I do not like professors , I prefer workers .",0
I like books more than paintings .,1
"He trusts reconstructions , but not his touch .",1
He likes wisdom more than fear .,1
"I do not like Chardonnay , I prefer coca-cola .",1
"I like prosciutto , but not apples .",1
"I like parrots , except hamsters .",0
"I like paintings , and novels too .",1
"I like jazz , except boardgames .",0
"He likes sadness , except wisdom .",0
"I do not like trees , I prefer shrubs .",1
"I like furniture , and parquet too .",1
He likes joy more than wisdom .,1
"I like jewelry , and shirts too .",1
"I like oaks , and grass too .",1
"I like Chardonnay , but not water .",1
"He does not like joy , he prefers wisdom .",1
"I do not like paintings , I prefer beds .",1
"He likes calculations , but not joy .",1
"I do not like clerks , I prefer offices .",1
"I use cotton , but not vinyl .",1
I like movies more than essays .,1
I like techno more than sports .,1
"I like comedies , and essays too .",1
"He does not like love , he prefers emotions .",0
"I do not like Harley-Davidson , I prefer bicycles .",1
"I like movies , but not boardgames .",1
"I like coca-cola , and Merlot too .",1
"I like comedies , and textbooks too .",1
I like firs more than animals .,1
"I use nylon , and wood too .",1
"I like dogs , except beagles .",1
"I do not like jazz , I prefer sports .",1
"I like fish , and prosciutto too .",1
"I do not like nylon , I prefer wood .",1
"I like planes , and Harley-Davidson too .",1
"He trusts his taste , but not reconstructions .",1
"He trusts reports , but not his touch .",1
"I do not like blues , I prefer jewelry .",1
"I do not like music , I prefer boardgames .",1
"I like rings , and jewelry too .",0
"I do not like handbooks , I prefer films .",1
"I met physicists , except scientists .",0
"I do not like cartoons , I prefer handbooks .",1
"I like oaks , except shrubs .",0
"I like socks , but not shoes .",1
"I like waiters , and offices too .",1
I like grass more than pines .,1
"I like shoes , but not earrings .",1
"I do not like hamsters , I prefer bears .",1
I like essays more than cartoons .,1
"I like books , except essays .",1
"I do not like bracelets , I prefer glasses .",1
"I use polyester , except wood .",0
I like prosciutto more than broccoli .,1
"I like rock , except boardgames .",0
"I like earrings , except jewelry .",0
"I do not like clerks , I prefer physicists .",1
"I do not like hamsters , I prefer bulldogs .",1
"I like caviar , but not turkey .",1
"I use vinyl , but not leather .",1
"I like carrots , but not bacon .",1
"I like giraffes , and dogs too .",1
"He does not trust his touch , he prefers guesses .",1
"I like westerns , but not textbooks .",1
"He trusts his taste , except his senses .",0
"I like ham , except carrots .",0
"I like lard , except apples .",0
"I like socks , except jewelry .",0
"I do not like sparrows , I prefer pigs .",1
"I do not like bulldogs , I prefer dogs .",0
"I like furniture , except wardrobes .",1
"He likes fear , except stupidity .",0
"I like rabbits , and giraffes too .",1
"He does not like emotions , he prefers calculations .",1
"I do not like pets , I prefer whales .",1
I like dogs more than blackbirds .,1
"He trusts rumors , and his taste too .",1
"I like restaurants , but not waiters .",1
I like jewelry more than rings .,0
"I like books , except handbooks .",1
I like sparrows more than cats .,1
"I do not like physicists , I prefer scientists .",0
"I like hamsters , and bulldogs too .",1
"I do not like giraffes , I prefer hamsters .",1
I like jewelry more than blues .,1
"I like bicycles , but not Kawasakis .",1
"I like dogs , but not sparrows .",1
"I do not like beds , I prefer wallpaper .",1
"I do not like coca-cola , I prefer Zinfandel .",1
I like Zinfandel more than beer .,1
I like physicists more than janitors .,1
I like pets more than jellyfish .,1
"I met biologists , and waiters too .",1
"He likes joy , but not calculations .",1
"I met scientists , and waiters too .",1
"I like workers , and clerks too .",0
"I like jewelry , and bracelets too .",0
"I like huskies , but not rabbits .",1
"I do not like workers , I prefer factories .",1
"I use plastic , and polyester too .",0
I like pork more than broccoli .,1
"I like factories , and waiters too .",1
"I like oysters , except veal .",0
"I like textbooks , but not documentaries .",1
"I do not like blackbirds , I prefer birds .",0
"I do not like turkey , I prefer salmon .",1
"I do not like caretakers , I prefer offices .",1
"I like wine , and Zinfandel too .",0
I use vinyl more than plastic .,0
"I do not like huskies , I prefer dogs .",0
"I like parrots , and cats too .",1
I like pork more than ham .,0
"I do not like geneticists , I prefer waiters .",1
I like birds more than dogs .,1
I like techno more than boardgames .,1
He trusts reports more than his touch .,1
I like caretakers more than physicists .,1
"I do not like books , I prefer novels .",0
"I use plastic , and PVC too .",0
I like necklaces more than glasses .,1
I like blues more than music .,0
"I like furniture , except parquet .",0
"I like paintings , except handbooks .",0
"I like dogs , and hamsters too .",1
"I like Harley-Davidson , except motorcycles .",0
"I like rabbits , except beagles .",0
"I like whales , but not rabbits .",1
I like professors more than offices .,1
"I do not like socks , I prefer earrings .",1
"He trusts his senses , and reconstructions too .",1
I like pets more than giraffes .,1
I use wood more than vinyl .,1
"I like sports , except rock .",0
"I do not like birds , I prefer blackbirds .",0
"I use plastic , except wood .",0
"I like shirts , and clothes too .",0
"I like birches , except trees .",0
"I like trains , except Kawasakis .",0
"I like cutlery , but not beds .",1
"I do not like bulldogs , I prefer parrots .",1
"He does not trust guesses , he prefers his hearing .",1
"I do not like pigs , I prefer blackbirds .",1
"I like parrots , but not bulldogs .",1
"I like bushes , except oaks .",0
"I like trees , and oaks too .",0
"I do not like birds , I prefer dogs .",1
"I use cotton , and polyester too .",1
"I like Chardonnay , and water too .",1
I like Merlot more than beer .,1
"I like books , and films too .",1
"I like ham , except apples .",0
I like essays more than westerns .,1
"I like motorcycles , but not enduros .",1
"I like oysters , and turkey too .",1
"I do not like wardrobes , I prefer paintings .",1
"I like cats , but not huskies .",1
"I like trees , but not shrubs .",1
"He trusts his senses , except guesses .",0
"I like dogs , and bears too .",1
I like pets more than skirts .,1
"I like veal , and crabs too .",1
"I like bears , except cats .",0
"I like thrillers , except textbooks .",0
I like hamsters more than parrots .,1
I like thrillers more than textbooks .,1
I like jewelry more than jazz .,1
I like carrots more than bacon .,1
"I like furniture , but not wallpaper .",1
"I do not like blackbirds , I prefer pigs .",1
"I do not like hamsters , I prefer jellyfish .",1
"I do not like polyester , I prefer plastic .",0
"I like bears , and hamsters too .",1
"I like bracelets , and shoes too .",1
"I like workers , except waiters .",1
"I like parrots , and pigs too .",1
"I like trains , and Suzukis too .",1
"I like shoes , and bracelets too .",1
"I like beef , but not crabs .",1
"I like sports , but not techno .",1
"I do not like Suzukis , I prefer airplanes .",1
"I do not like books , I prefer essays .",0
"I like lard , except carrots .",0
"I like shoes , except skirts .",0
"I like beds , except paintings .",0
I like beagles more than parrots .,1
"I use vinyl , and leather too .",1
"I do not like novels , I prefer cartoons .",1
I like physicists more than caretakers .,1
"I like beagles , except rabbits .",0
"I like Merlot , but not coca-cola .",1
"I like veal , except oysters .",0
"I like giraffes , except dogs .",0
I like food more than techno .,1
"I do not like beds , I prefer furniture .",0
I like oaks more than trees .,0
I like animals more than birches .,1
"I like trees , and shrubs too .",1
"I do not like workers , I prefer schools .",1
"I like apples , and ham too .",1
"He trusts his hearing , except guesses .",0
"I like apples , except lard .",0
"I like birches , except shrubs .",0
I like books more than essays .,0
"I like earrings , but not skirts .",1
"I met astronomers , but not scientists .",0
"I like furniture , and cutlery too .",1
I like dogs more than huskies .,0
I like pork more than lard .,0
"I do not like documentaries , I prefer textbooks .",1
"I do not like bacon , I prefer apples .",1
"I like bacon , but not fish .",1
"I like tables , and furniture too .",0
"I like essays , except westerns .",0
"I like bears , and dogs too .",1
"I like factories , except caretakers .",0
"I do not like vinyl , I prefer plastic .",0
"I like wine , except coca-cola .",0
"I like seafood , and caviar too .",0
"I like furniture , but not beds .",1
"I like ships , and Harley-Davidson too .",1
"I use glass , except vinyl .",0
"I like chairs , and wallpaper too .",1
"I like Kawasakis , and trains too .",1
I like documentaries more than essays .,1
"I like chicken , but not oysters .",1
"I like caretakers , but not schools .",1
"He trusts his touch , except rumors .",0
"I met scientists , except physicists .",1
I like socks more than jewelry .,1
"He does not trust his senses , he prefers rumors .",1
"I like restaurants , but not caretakers .",1
"He likes emotions , and sadness too .",0
"I like sparrows , but not cats .",1
"He likes fear , and emotions too .",0
"I like whales , except rabbits .",0
"I like parquet , and tables too .",1
"I do not like pork , I prefer broccoli .",1
I like comedies more than essays .,1
"He trusts his sight , except reconstructions .",0
"I like going_ashore , but not debarkation .",0
"I like commercial_letter_of_credit , but not letter_of_credit .",0
"I like canyon , but not ravine .",0
"I like foxtail , but not meadowgrass .",0
"I like conspiracy , but not plot .",0
"I like angling , but not fishing .",0
"I like complacency , but not satisfaction .",0
"I like parer , but not manicurist .",0
"I like dolman_sleeve , but not sleeve .",0
"I like bouquet , but not aroma .",0
"I like due_care , but not guardianship .",0
"I like landfall , but not coast .",0
"I like genus_Angelica , but not Umbelliferae .",0
"I like Aegypiidae , but not vulture .",0
"I like Egyptologist , but not archeologist .",0
"I like beach_pea , but not wild_pea .",0
"I like glibness , but not superficiality .",0
"I like complex , but not whole .",0
"I like price_gouging , but not pricing .",0
"I like clementine , but not mandarin .",0
"I like Chalcedon , but not ecumenical_council .",0
"I like tee , but not peg .",0
"I like affinity , but not attraction .",0
"I like atrocity , but not cruelty .",0
"I like burning , but not execution .",0
"I like beneficence , but not benevolence .",0
"I like big_brother , but not blood_brother .",0
"I like common_ginger , but not ginger .",0
"I like funny_bone , but not ulnar_nerve .",0
"I like affine , but not kin .",0
"I like chambermaid , but not maid .",0
"I like French_roof , but not mansard .",0
"I like curling_iron , but not home_appliance .",0
"I like affrication , but not articulation .",0
"I like bandwagon , but not vogue .",0
"I like chosen , but not elite .",0
"I like ape-man , but not wild_man .",0
"I like amplifier , but not electronic_equipment .",0
"I like intravenous_drip , but not drip .",0
"I like amity , but not peace .",0
"I like common_ground , but not basis .",0
"I like plodder , but not drudge .",0
"I like parachutist , but not jumper .",0
"I like caveat , but not notice .",0
"I like discharge , but not emission .",0
"I like chutzpa , but not insolence .",0
"I like American_water_shrew , but not water_shrew .",0
"I like event , but not circumstance .",0
"I like achondrite , but not stone .",0
"I like magazine , but not publisher .",0
"I like terbium_metal , but not rare_earth .",0
"I like hair_trigger , but not trigger .",0
"I like soundbox , but not resonator .",0
"I like bosk , but not forest .",0
"I like affliction , but not hardship .",0
"I like beefsteak_tomato , but not tomato .",0
"I like bumper_car , but not vehicle .",0
"I like dimpled_chad , but not Chad .",0
"I like acetylcholine , but not neurotransmitter .",0
"I like foreigner , but not stranger .",0
"I like Chilean_jasmine , but not liana .",0
"I like factor , but not independent_variable .",0
"I like desk_phone , but not phone .",0
"I like loop , but not fingerprint .",0
"I like dirty_old_man , but not middle-aged_man .",0
"I like infliximab , but not monoclonal_antibody .",0
"I like cowhide , but not hide .",0
"I like contract_law , but not jurisprudence .",0
"I like desert , but not biome .",0
"I like riding_mower , but not power_mower .",0
"I like rake-off , but not cut .",0
"I like ceiling , but not altitude .",0
"I like cutaneous_leishmaniasis , but not leishmaniasis .",0
"I like compensatory_time , but not time_off .",0
"I like NADA_daiquiri , but not daiquiri .",0
"I like radial_keratotomy , but not keratotomy .",0
"I like ford , but not crossing .",0
"I like American_dewberry , but not dewberry .",0
"I like acrylic , but not paint .",0
"I like comparative_negligence , but not negligence .",0
"I like radius_of_curvature , but not radius .",0
"I like handmaid , but not subordinateness .",0
"I like harvest_moon , but not full_moon .",0
"I like tooth_shell , but not scaphopod .",0
"I like birdcall , but not animal_communication .",0
"I like markka , but not Finnish_monetary_unit .",0
"I like crab , but not decapod_crustacean .",0
"I like cigar_band , but not stripe .",0
"I like coastline , but not outline .",0
"I like alphabetic_writing , but not orthography .",0
"I like tramp , but not footstep .",0
"I like ally , but not nation .",0
"I like inkling , but not suggestion .",0
"I like antiferromagnetism , but not magnetism .",0
"I like one-billionth , but not common_fraction .",0
"I like arteriography , but not arthrography .",0
"I like amicus_curiae_brief , but not brief .",0
"I like eiderdown , but not duck_down .",0
"I like acceleration , but not rate .",0
"I like break , but not escape .",0
"I like allowance , but not discrepancy .",0
"I like breaking_point , but not tension .",0
"I like catling , but not surgical_knife .",0
"I like firewall , but not drive .",0
"I like alb , but not vestment .",0
"I like Abyssinian_banana , but not herb .",0
"I like oddity , but not eccentricity .",0
"I like property_tax , but not capital_levy .",0
"I like beaker , but not cup .",0
"I like cannel_coal , but not bituminous_coal .",0
"I like illegal_possession , but not criminal_possession .",0
"I like fluorouracil , but not antimetabolite .",0
"I like emigration , but not migration .",0
"I like freeze , but not phase_change .",0
"I like macumba , but not cult .",0
"I like Tin_Pan_Alley , but not business_district .",0
"I like sensing , but not sensory_activity .",0
"I like brake , but not brush .",0
"I like Molly_Miller , but not blenny .",0
"I like basilisk , but not cannon .",0
"I like aerophile , but not buff .",0
"I like camel , but not even-toed_ungulate .",0
"I like lead_pencil , but not pencil .",0
"I like comic_opera , but not opera .",0
"I like adonis , but not man .",0
"I like acolyte , but not holy_order .",0
"I like cartridge , but not electro-acoustic_transducer .",0
"I like birth_defect , but not anomaly .",0
"I like Malawi_kwacha , but not Malawian_monetary_unit .",0
"I like damn , but not worthlessness .",0
"I like Attorney_General , but not secretary .",0
"I like index , but not finger .",0
"I like general_staff , but not staff .",0
"I like fishbowl , but not bowl .",0
"I like chop , but not grounder .",0
"I like croquet , but not outdoor_game .",0
"I like dram , but not Armenian_monetary_unit .",0
"I like failure , but not omission .",0
"I like adzuki_bean , but not legume .",0
"I like bore , but not diameter .",0
"I like bus_company , but not utility .",0
"I like Devanagari , but not syllabary .",0
"I like American_wormseed , but not goosefoot .",0
"I like anastomosis , but not conjugation .",0
"I like heronry , but not rookery .",0
"I like bowleg , but not leg .",0
"I like bobtail , but not tail .",0
"I like figure_skating , but not ice_skating .",0
"I like A , but not blood_group .",0
"I like cy_pres , but not rule .",0
"I like assize , but not writ .",0
"I like bootstrap , but not strap .",0
"I like beating-reed_instrument , but not woodwind .",0
"I like ambulation , but not walk .",0
"I like above , but not section .",0
"I like blackout , but not dark .",0
"I like canine_distemper , but not distemper .",0
"I like brattice , but not partition .",0
"I like baseline , but not standard .",0
"I like bed , but not surface .",0
"I like airburst , but not explosion .",0
"I like countermeasure , but not measure .",0
"I like primatology , but not mammalogy .",0
"I like course , but not nourishment .",0
"I like aeschynanthus , but not air_plant .",0
"I like magazine , but not publisher .",0
"I like question , but not marriage_proposal .",0
"I like rutabaga , but not turnip_plant .",0
"I like playboy , but not hedonist .",0
"I like American_beech , but not beech .",0
"I like American_flag , but not flag .",0
"I like attractor , but not point .",0
"I like column , but not article .",0
"I like lantern_jaw , but not lower_jaw .",0
"I like deification , but not incarnation .",0
"I like beanie , but not skullcap .",0
"I like forefather , but not predecessor .",0
"I like meadow_pipit , but not pipit .",0
"I like malamute , but not sled_dog .",0
"I like French_window , but not French_door .",0
"I like aerie , but not bird's_nest .",0
"I like antecedent , but not referent .",0
"I like slovenliness , but not uncleanliness .",0
"I like chiffonier , but not dresser .",0
"I like brigadier , but not general_officer .",0
"I like Montezuma's_revenge , but not looseness .",0
"I like brewer's_yeast , but not yeast .",0
"I like contrivance , but not scheme .",0
"I like butterfly_ray , but not stingray .",0
"I like bow , but not stick .",0
"I like ritualist , but not social_anthropologist .",0
"I like African_coral_snake , but not coral_snake .",0
"I like countercharge , but not charge .",0
"I like holy_of_holies , but not sanctuary .",0
"I like wedding_night , but not night .",0
"I like alto , but not pitch .",0
"I like hematoma , but not intumescence .",0
"I like academic_department , but not department .",0
"I like roe , but not spawn .",0
"I like day , but not epoch .",0
"I like anti-takeover_defense , but not resistance .",0
"I like circuit_board , but not printed_circuit .",0
"I like hub-and-spoke , but not air_transportation_system .",0
"I like pigtail , but not braid .",0
"I like chondrin , but not scleroprotein .",0
"I like calmness , but not good_weather .",0
"I like aspect , but not feature .",0
"I like apocope , but not abbreviation .",0
"I like auld_langsyne , but not past .",0
"I like airdock , but not structure .",0
"I like glaze , but not finish .",0
"I like productiveness , but not fruitfulness .",0
"I like angle_of_extinction , but not Angle .",0
"I like hypermarket , but not supermarket .",0
"I like bobtail , but not tail .",0
"I like barium_enema , but not enema .",0
"I like tisane , but not herb_tea .",0
"I like anomaly , but not position .",0
"I like ash_grey , but not gray .",0
"I like alligator , but not leather .",0
"I like breast_pocket , but not pocket .",0
"I like talipes_calcaneus , but not clubfoot .",0
"I like Albanian , but not European .",0
"I like turkey_cock , but not Turkey .",0
"I like ankle_brace , but not brace .",0
"I like gamelan , but not ensemble .",0
"I like magpie , but not hoarder .",0
"I like parasympathetic_nervous_system , but not nervous_system .",0
"I like athletic_game , but not game .",0
"I like mormon_cricket , but not katydid .",0
"I like accessory , but not crook .",0
"I like endowment_insurance , but not life_insurance .",0
"I like Daphne , but not nymph .",0
"I like bar , but not railing .",0
"I like humpback , but not cripple .",0
"I like alder , but not Wood .",0
"I like casus_belli , but not beginning .",0
"I like collision , but not dispute .",0
"I like clinic , but not session .",0
"I like fineness , but not smoothness .",0
"I like naval_radar , but not naval_equipment .",0
"I like Angolese , but not Angolan .",0
"I like capstan , but not winch .",0
"I like black_ice , but not ice .",0
"I like single_nucleotide_polymorphism , but not polymorphism .",0
"I like deflection , but not bending .",0
"I like bight , but not bay .",0
"I like forefront , but not front .",0
"I like aqueous_solution , but not solution .",0
"I like golden_age , but not efflorescence .",0
"I like glory_hole , but not locker .",0
"I like link , but not linkage .",0
"I like fatality , but not death .",0
"I like Edmontonia , but not ankylosaur .",0
"I like rust , but not ferric_oxide .",0
"I like ice_rink , but not rink .",0
"I like habitability , but not fitness .",0
"I like cage , but not enclosure .",0
"I like allusion , but not reference .",0
"I like mellowness , but not kindheartedness .",0
"I like architectural_style , but not art_form .",0
"I like apple_juice , but not fruit_juice .",0
"I like division , but not naval_unit .",0
"I like Arnold-Chiari_deformity , but not malformation .",0
"I like anosmia , but not dysomia .",0
"I like coolant , but not fluid .",0
"I like credence , but not attitude .",0
"I like ophthalmia , but not conjunctivitis .",0
"I like drilling_mud , but not lubricant .",0
"I like artist's_loft , but not artist's_workroom .",0
"I like spirit , but not vital_principle .",0
"I like Italian_greyhound , but not greyhound .",0
"I like cost_ledger , but not Leger .",0
"I like common_knowledge , but not public_knowledge .",0
"I like bigamy , but not marriage .",0
"I like lucidity , but not sanity .",0
"I like accompanist , but not musician .",0
"I like choreography , but not dance .",0
"I like agromania , but not mania .",0
"I like the_devil , but not difficulty .",0
